ies,nome,categoria
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),JOSE FERNANDO RODRIGUES JUNIOR,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),JULIO CEZAR ESTRELLA,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),KALINKA REGINA LUCAS JAQUIE CASTELO BRANCO,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),LEANDRO FRANCO DE SOUZA,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),LUCIANO DA FONTOURA COSTA,COLABORADOR
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),LUIS GUSTAVO NONATO,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),MARCELO GARCIA MANZATO,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),MARCIO EDUARDO DELAMARO,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),MARCIO FUZETO GAMEIRO,COLABORADOR
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),MARCOS JOSE SANTANA,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),MARIA CRISTINA FERREIRA DE OLIVEIRA,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),MARIA DA GRACA CAMPOS PIMENTEL,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),MARIA DAS GRACAS VOLPE NUNES,COLABORADOR
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),MARINA ANDRETTA,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),MARISTELA OLIVEIRA DOS SANTOS,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),MOACIR ANTONELLI PONTI,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),MURILO FRANCISCO TOME,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),ODEMIR MARTINEZ BRUNO,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),PAULO SERGIO LOPES DE SOUZA,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),RENATA PONTIN DE MATTOS FORTES,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),RICARDO JOSE GABRIELLI BARRETO CAMPELLO,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),ROBERTO FEDERICO AUSAS,COLABORADOR
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),ROBSON LEONARDO FERREIRA CORDEIRO,COLABORADOR
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),RODRIGO FERNANDES DE MELLO,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),ROSANA TERESINHA VACCARE BRAGA,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),ROSANE MINGHIM,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),ROSELI APARECIDA FRANCELIN ROMERO,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),RUDINEI GOULARTE,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),SANDRA MARIA ALUISIO,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),SARITA MAZZINI BRUSCHI,COLABORADOR
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),SEIJI ISOTANI,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),SIMONE DO ROCIO SENGER DE SOUZA,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),SOLANGE OLIVEIRA REZENDE,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),THIAGO ALEXANDRE SALGUEIRO PARDO,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),VANDERLEI BONATO,PERMANENTE
UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),ZHAO LIANG,PERMANENTE
